YEAR,GEO,FUEL,SUPPLY
2003,Canada,Non-energy products,Inter-regional transfers
2004,Canada,Non-energy products,Inter-regional transfers
1995,Canada,Non-energy products,Stock variation
1996,Canada,Non-energy products,Stock variation
1997,Canada,Non-energy products,Stock variation
1998,Canada,Non-energy products,Stock variation
1999,Canada,Non-energy products,Stock variation
2000,Canada,Non-energy products,Stock variation
2001,Canada,Non-energy products,Stock variation
2002,Canada,Non-energy products,Stock variation
2003,Canada,Non-energy products,Stock variation
2004,Canada,Non-energy products,Stock variation
2005,Canada,Non-energy products,Stock variation
2006,Canada,Non-energy products,Stock variation
2007,Canada,Non-energy products,Stock variation
2008,Canada,Non-energy products,Stock variation
2009,Canada,Non-energy products,Stock variation
2010,Canada,Non-energy products,Stock variation
2011,Canada,Non-energy products,Stock variation
2012,Canada,Non-energy products,Stock variation
1995,Canada,Non-energy products,Inter-product transfers
1996,Canada,Non-energy products,Inter-product transfers
1997,Canada,Non-energy products,Inter-product transfers
1998,Canada,Non-energy products,Inter-product transfers
1999,Canada,Non-energy products,Inter-product transfers
2000,Canada,Non-energy products,Inter-product transfers
2001,Canada,Non-energy products,Inter-product transfers
2002,Canada,Non-energy products,Inter-product transfers
2003,Canada,Non-energy products,Inter-product transfers
2004,Canada,Non-energy products,Inter-product transfers
2005,Canada,Non-energy products,Inter-product transfers
2006,Canada,Non-energy products,Inter-product transfers
2007,Canada,Non-energy products,Inter-product transfers
2008,Canada,Non-energy products,Inter-product transfers
2009,Canada,Non-energy products,Inter-product transfers
2010,Canada,Non-energy products,Inter-product transfers
2011,Canada,Non-energy products,Inter-product transfers
2012,Canada,Non-energy products,Inter-product transfers
2013,Canada,Non-energy products,Inter-product transfers
1995,Canada,Non-energy products,Other adjustments
1996,Canada,Non-energy products,Other adjustments
1997,Canada,Non-energy products,Other adjustments
1998,Canada,Non-energy products,Other adjustments
1999,Canada,Non-energy products,Other adjustments
2000,Canada,Non-energy products,Other adjustments
2001,Canada,Non-energy products,Other adjustments
2002,Canada,Non-energy products,Other adjustments
2003,Canada,Non-energy products,Other adjustments
2004,Canada,Non-energy products,Other adjustments
2005,Canada,Non-energy products,Other adjustments
2006,Canada,Non-energy products,Other adjustments
2007,Canada,Non-energy products,Other adjustments
2008,Canada,Non-energy products,Other adjustments
2009,Canada,Non-energy products,Other adjustments
2010,Canada,Non-energy products,Other adjustments
2011,Canada,Non-energy products,Other adjustments
2012,Canada,Non-energy products,Other adjustments
2013,Canada,Non-energy products,Other adjustments
2014,Canada,Non-energy products,Other adjustments
2015,Canada,Non-energy products,Other adjustments
2016,Canada,Non-energy products,Other adjustments
1995,Canada,Non-energy products,Availability
1996,Canada,Non-energy products,Availability
1997,Canada,Non-energy products,Availability
1998,Canada,Non-energy products,Availability
1999,Canada,Non-energy products,Availability
2000,Canada,Non-energy products,Availability
2001,Canada,Non-energy products,Availability
2002,Canada,Non-energy products,Availability
2003,Canada,Non-energy products,Availability
2004,Canada,Non-energy products,Availability
2005,Canada,Non-energy products,Availability
2006,Canada,Non-energy products,Availability
2007,Canada,Non-energy products,Availability
2008,Canada,Non-energy products,Availability
2009,Canada,Non-energy products,Availability
2010,Canada,Non-energy products,Availability
2011,Canada,Non-energy products,Availability
2012,Canada,Non-energy products,Availability
2013,Canada,Non-energy products,Availability
2014,Canada,Non-energy products,Availability
2015,Canada,Non-energy products,Availability
2016,Canada,Non-energy products,Availability
1995,Canada,Non-energy products,Net supply
1996,Canada,Non-energy products,Net supply
1997,Canada,Non-energy products,Net supply
1998,Canada,Non-energy products,Net supply
1999,Canada,Non-energy products,Net supply
2000,Canada,Non-energy products,Net supply
2001,Canada,Non-energy products,Net supply
2002,Canada,Non-energy products,Net supply
2003,Canada,Non-energy products,Net supply
2004,Canada,Non-energy products,Net supply
2005,Canada,Non-energy products,Net supply
2006,Canada,Non-energy products,Net supply
2007,Canada,Non-energy products,Net supply
2008,Canada,Non-energy products,Net supply
2009,Canada,Non-energy products,Net supply
2010,Canada,Non-energy products,Net supply
2011,Canada,Non-energy products,Net supply
2012,Canada,Non-energy products,Net supply
2013,Canada,Non-energy products,Net supply
2014,Canada,Non-energy products,Net supply
2015,Canada,Non-energy products,Net supply
2016,Canada,Non-energy products,Net supply
1995,Canada,Non-energy products,Producer consumption
1996,Canada,Non-energy products,Producer consumption
1997,Canada,Non-energy products,Producer consumption
1998,Canada,Non-energy products,Producer consumption
1999,Canada,Non-energy products,Producer consumption
2000,Canada,Non-energy products,Producer consumption
2001,Canada,Non-energy products,Producer consumption
2002,Canada,Non-energy products,Producer consumption
2003,Canada,Non-energy products,Producer consumption
2004,Canada,Non-energy products,Producer consumption
2005,Canada,Non-energy products,Producer consumption
2006,Canada,Non-energy products,Producer consumption
2007,Canada,Non-energy products,Producer consumption
2008,Canada,Non-energy products,Producer consumption
2009,Canada,Non-energy products,Producer consumption
2010,Canada,Non-energy products,Producer consumption
2011,Canada,Non-energy products,Producer consumption
2012,Canada,Non-energy products,Producer consumption
2013,Canada,Non-energy products,Producer consumption
2014,Canada,Non-energy products,Producer consumption
2015,Canada,Non-energy products,Producer consumption
2016,Canada,Non-energy products,Producer consumption
1995,Canada,Non-energy products,Non-energy use
1996,Canada,Non-energy products,Non-energy use
1997,Canada,Non-energy products,Non-energy use
1998,Canada,Non-energy products,Non-energy use
1999,Canada,Non-energy products,Non-energy use
2000,Canada,Non-energy products,Non-energy use
2001,Canada,Non-energy products,Non-energy use
2002,Canada,Non-energy products,Non-energy use
2003,Canada,Non-energy products,Non-energy use
2004,Canada,Non-energy products,Non-energy use
2005,Canada,Non-energy products,Non-energy use
2006,Canada,Non-energy products,Non-energy use
2007,Canada,Non-energy products,Non-energy use
2008,Canada,Non-energy products,Non-energy use
2009,Canada,Non-energy products,Non-energy use
2010,Canada,Non-energy products,Non-energy use
2011,Canada,Non-energy products,Non-energy use
2012,Canada,Non-energy products,Non-energy use
2013,Canada,Non-energy products,Non-energy use
2014,Canada,Non-energy products,Non-energy use
2015,Canada,Non-energy products,Non-energy use
2016,Canada,Non-energy products,Non-energy use
1995,Canada,"Secondary electricity, thermal (gigawatt hours)",Production
1996,Canada,"Secondary electricity, thermal (gigawatt hours)",Production
1997,Canada,"Secondary electricity, thermal (gigawatt hours)",Production
1998,Canada,"Secondary electricity, thermal (gigawatt hours)",Production
1999,Canada,"Secondary electricity, thermal (gigawatt hours)",Production
2000,Canada,"Secondary electricity, thermal (gigawatt hours)",Production
2001,Canada,"Secondary electricity, thermal (gigawatt hours)",Production
2002,Canada,"Secondary electricity, thermal (gigawatt hours)",Production
2003,Canada,"Secondary electricity, thermal (gigawatt hours)",Production
2004,Canada,"Secondary electricity, thermal (gigawatt hours)",Production
2005,Canada,"Secondary electricity, thermal (gigawatt hours)",Production
2006,Canada,"Secondary electricity, thermal (gigawatt hours)",Production
2007,Canada,"Secondary electricity, thermal (gigawatt hours)",Production
2008,Canada,"Secondary electricity, thermal (gigawatt hours)",Production
2009,Canada,"Secondary electricity, thermal (gigawatt hours)",Production
2010,Canada,"Secondary electricity, thermal (gigawatt hours)",Production
2011,Canada,"Secondary electricity, thermal (gigawatt hours)",Production
2012,Canada,"Secondary electricity, thermal (gigawatt hours)",Production
2013,Canada,"Secondary electricity, thermal (gigawatt hours)",Production
2014,Canada,"Secondary electricity, thermal (gigawatt hours)",Production
2015,Canada,"Secondary electricity, thermal (gigawatt hours)",Production
2016,Canada,"Secondary electricity, thermal (gigawatt hours)",Production
1995,Canada,"Secondary electricity, thermal (gigawatt hours)",Availability
1996,Canada,"Secondary electricity, thermal (gigawatt hours)",Availability
1997,Canada,"Secondary electricity, thermal (gigawatt hours)",Availability
1998,Canada,"Secondary electricity, thermal (gigawatt hours)",Availability
1999,Canada,"Secondary electricity, thermal (gigawatt hours)",Availability
2000,Canada,"Secondary electricity, thermal (gigawatt hours)",Availability
2001,Canada,"Secondary electricity, thermal (gigawatt hours)",Availability
2002,Canada,"Secondary electricity, thermal (gigawatt hours)",Availability
2003,Canada,"Secondary electricity, thermal (gigawatt hours)",Availability
2004,Canada,"Secondary electricity, thermal (gigawatt hours)",Availability
2005,Canada,"Secondary electricity, thermal (gigawatt hours)",Availability
2006,Canada,"Secondary electricity, thermal (gigawatt hours)",Availability
2007,Canada,"Secondary electricity, thermal (gigawatt hours)",Availability
2008,Canada,"Secondary electricity, thermal (gigawatt hours)",Availability
2009,Canada,"Secondary electricity, thermal (gigawatt hours)",Availability
2010,Canada,"Secondary electricity, thermal (gigawatt hours)",Availability
2011,Canada,"Secondary electricity, thermal (gigawatt hours)",Availability
2012,Canada,"Secondary electricity, thermal (gigawatt hours)",Availability
2013,Canada,"Secondary electricity, thermal (gigawatt hours)",Availability
2014,Canada,"Secondary electricity, thermal (gigawatt hours)",Availability
2015,Canada,"Secondary electricity, thermal (gigawatt hours)",Availability
2016,Canada,"Secondary electricity, thermal (gigawatt hours)",Availability
1995,Canada,"Secondary electricity, thermal (gigawatt hours)",Net supply
1996,Canada,"Secondary electricity, thermal (gigawatt hours)",Net supply
1997,Canada,"Secondary electricity, thermal (gigawatt hours)",Net supply
1998,Canada,"Secondary electricity, thermal (gigawatt hours)",Net supply
1999,Canada,"Secondary electricity, thermal (gigawatt hours)",Net supply
2000,Canada,"Secondary electricity, thermal (gigawatt hours)",Net supply
2001,Canada,"Secondary electricity, thermal (gigawatt hours)",Net supply
2002,Canada,"Secondary electricity, thermal (gigawatt hours)",Net supply
2003,Canada,"Secondary electricity, thermal (gigawatt hours)",Net supply
2004,Canada,"Secondary electricity, thermal (gigawatt hours)",Net supply
2005,Canada,"Secondary electricity, thermal (gigawatt hours)",Net supply
2006,Canada,"Secondary electricity, thermal (gigawatt hours)",Net supply
2007,Canada,"Secondary electricity, thermal (gigawatt hours)",Net supply
2008,Canada,"Secondary electricity, thermal (gigawatt hours)",Net supply
2009,Canada,"Secondary electricity, thermal (gigawatt hours)",Net supply
2010,Canada,"Secondary electricity, thermal (gigawatt hours)",Net supply
2011,Canada,"Secondary electricity, thermal (gigawatt hours)",Net supply
2012,Canada,"Secondary electricity, thermal (gigawatt hours)",Net supply
2013,Canada,"Secondary electricity, thermal (gigawatt hours)",Net supply
2014,Canada,"Secondary electricity, thermal (gigawatt hours)",Net supply
2015,Canada,"Secondary electricity, thermal (gigawatt hours)",Net supply
2016,Canada,"Secondary electricity, thermal (gigawatt hours)",Net supply
1995,Atlantic provinces,coal (kilotonnes),Production
1996,Atlantic provinces,coal (kilotonnes),Production
1997,Atlantic provinces,coal (kilotonnes),Production
1998,Atlantic provinces,coal (kilotonnes),Production
1999,Atlantic provinces,coal (kilotonnes),Production
2000,Atlantic provinces,coal (kilotonnes),Production
2001,Atlantic provinces,coal (kilotonnes),Production
2002,Atlantic provinces,coal (kilotonnes),Production
2003,Atlantic provinces,coal (kilotonnes),Production
2004,Atlantic provinces,coal (kilotonnes),Production
2005,Atlantic provinces,coal (kilotonnes),Production
2006,Atlantic provinces,coal (kilotonnes),Production
